category,subtype,value,co2e
consumption,home-goods,5542.722139606507,164.182
travel,train,135.60505614697783,5.584
travel,train,138.12821173851992,5.851
travel,flight-short,290.12803477240686,73.913
travel,bicycle,145.96174833003877,0.494
food,other,1.7708887189114806,5.994
food,white-meat,2.858882864123524,19.591
food,red-meat,1.781459757831276,47.97
consumption,clothing,9469.743754587187,140.706
food,vegan,0.7306725114069069,1.319
consumption,clothing,1.2048684477148763,0.0014
consumption,services,6488.757046692241,64.976
energy,natural_gas,12.067474041715366,6.447
food,red-meat,0.7152902762659346,18.266
travel,flight-short,413.54663724509726,105.128
travel,bus,391.30346028253183,41.215
consumption,electronics,7236.996124820893,507.398
consumption,services,5464.612434601443,54.178
travel,flight-short,216.73506572025835,55.21
travel,flight-short,361.0766788248873,92.341
consumption,clothing,1.6084059765369592,0.0191
transport,train,0.6945189363284171,0.0382
energy,electricity-grid,702.4439500856477,498.912
energy,electricity-grid,422.7700416467974,301.505
travel,flight-long,153.07079659768053,22.693
transport,car-gasoline,0.9494536007775446,0.1845
energy,natural_gas,189.35206514350187,83.419
travel,bicycle,324.88825473840217,0.474
transport,train,2.040708188528321,0.1054
transport,train,1.6473513907565251,0.0644
consumption,other,131.05516953263975,3.017
food,red-meat,1.6222793064819752,43.801
consumption,services,8242.307395614096,83.471
food,red-meat,1.9524214665789807,52.265
consumption,other,3534.854312554414,70.42
consumption,services,182.02198156570657,1.689
energy,electricity-grid,1.8292057612014092,1.2994
energy,electricity-grid,1.4001746709186766,0.9911
food,white-meat,2.432919229367397,16.897
consumption,clothing,1.4692916365173991,0.022
food,vegan,2.721866292034532,3.668
transport,train,1.137204784085384,0.0475
energy,coal,965.4831859660206,1012.258
energy,coal,524.1397526385562,549.689
transport,car-gasoline,0.3817019411363995,0.0725
consumption,clothing,1138.5292583303228,15.799
consumption,services,8510.472428889329,85.851
food,fish,1.8520676599288493,9.618
travel,walking,336.1494984914689,0.076
consumption,other,3614.980163057629,71.682
energy,electricity-grid,77.8946977114932,56.87
consumption,home-goods,7229.686434546017,217.684
consumption,clothing,8495.089370624088,128.219
food,white-meat,2.264963165127046,15.334
consumption,services,6912.530271875592,69.067
consumption,electronics,8948.313788520549,626.886
food,fish,1.580532968962559,8.545
transport,car-gasoline,0.0480742870278552,0.0019
consumption,other,9880.530274843835,197.984
energy,renewable,715.6487511136608,16.131
travel,train,369.560131608033,15.69
energy,electricity-grid,1.0819603431908498,0.7633
consumption,other,7501.730522761271,148.823
travel,walking,210.470647366692,0.691
energy,natural_gas,149.2119769522273,69.269
travel,walking,473.1116156046828,-0.358
travel,walking,351.7687770483597,0.152
food,vegan,2.745309586782197,3.724
energy,natural_gas,332.65448496127004,149.048
travel,car-gasoline,56.126582452565934,10.861
energy,electricity-grid,31.07376833910762,18.718
food,red-meat,1.9238031967050813,51.621
food,red-meat,2.8860569508026845,78.115
travel,flight-short,138.08617470204203,34.19
travel,car-electric,430.67294196738607,20.449
travel,bus,324.7625973054964,35.387
energy,electricity-grid,0.9495007409001648,0.6661
food,vegan,0.6427369012747098,1.216
food,vegetarian,1.964657626319804,3.944
consumption,other,3926.014186591148,78.418
travel,train,67.00582935153986,2.655
food,fish,2.828912450019796,14.933
energy,coal,396.3819019807704,418.655
food,other,1.4777306103705512,5.279
food,fish,1.7962324373556011,8.545
consumption,clothing,0.4082769015266442,-0.0031
transport,car-gasoline,0.4145494167870851,0.0758
travel,bicycle,309.45971142474144,0.024
energy,electricity-grid,774.5283802616506,548.641
transport,train,1.1285835143563705,0.0384
food,vegetarian,1.2740018627137502,3.003
consumption,electronics,4122.981962779806,289.43
consumption,clothing,1.1916788813104162,0.0245
food,other,1.6220792329516214,4.846
energy,electricity-grid,1.1223680284189652,0.7928
transport,car-gasoline,0.5274580141668619,0.0993
travel,bus,98.609027249213,10.07
food,beef,1.4107302382348224,38.0871
food,other,1.824584722405176,5.914
energy,electricity-grid,1.3924283695514856,1.0003
consumption,other,4675.46575503572,94.003
energy,electricity-grid,757.1707316821,537.659
energy,electricity-grid,943.8343332570008,667.401
travel,bus,21.39343951697296,2.423
travel,bicycle,265.93790152763484,-0.039
consumption,electronics,3132.164875721889,219.486
energy,natural_gas,625.8080167164269,282.035
travel,flight-long,295.625113821524,44.257
food,vegan,1.8474521861253013,2.445
energy,natural_gas,869.7364763923026,392.169
food,vegan,1.9121035917935665,2.946
travel,train,192.5356026394448,6.818
energy,renewable,596.084144337368,12.257
travel,car-electric,261.6948534595133,13.759
transport,train,1.2144036902365465,0.0575
consumption,services,3548.767984711595,35.655
food,fish,1.78731877215168,9.361
consumption,services,3868.5506070384567,39.121
travel,bus,440.031135061896,45.391
energy,coal,720.7362847212934,760.512
consumption,clothing,689.9762707761561,10.025
consumption,clothing,0.6590483032564831,0.0184
food,vegan,2.410810000516759,2.553
travel,bus,398.6021161041497,42.11
food,fish,0.7105325279427459,3.95
consumption,clothing,2226.466214885726,34.103
travel,flight-long,141.186320334003,20.613
consumption,electronics,127.4505041762232,8.488
consumption,clothing,1.058803434621422,0.0103
travel,bus,89.70542753777286,9.888
travel,train,206.2655986232826,8.074
consumption,clothing,3109.2486216835846,46.401
energy,coal,948.3032862522892,993.561
energy,renewable,282.6364372416544,4.362
consumption,clothing,0.3621150381828721,0.0117
food,other,1.966919769611478,6.513
consumption,other,6688.543929193481,134.591
travel,flight-short,63.09434109113132,15.485
travel,bus,392.8491369464916,41.51
energy,electricity-grid,1.301083477442474,0.929
energy,electricity-grid,547.3342926136455,386.61
transport,train,1.0739035251153766,0.0404
consumption,electronics,3087.992695381,216.942
food,beef,1.3339669389707014,36.0036
transport,car-gasoline,1.7036866414249716,0.3226
consumption,electronics,5024.773786376065,351.362
food,beef,0.7605407447202654,20.5324
consumption,home-goods,8965.482234983681,268.682
energy,coal,669.6393005527173,702.472
consumption,electronics,2322.669167596014,162.03
energy,natural_gas,166.5824287882555,76.064
food,vegan,2.111057924074541,2.824
travel,walking,263.05652844986304,0.032
travel,bicycle,157.14078971261046,0.328
energy,natural_gas,88.46111536375282,38.577
energy,electricity-grid,1.023657432676717,0.7208
food,fish,2.704272424096461,13.919
transport,car-gasoline,1.2266009820220876,0.2324
food,vegan,0.8265859538933993,0.549
travel,motorcycle,315.2591835750804,35.273
consumption,clothing,1.3096718074172906,0.015
travel,flight-long,298.2237315633143,43.498
energy,electricity-grid,232.0486483876395,162.687
consumption,services,3257.267657905389,33.184
travel,car-gasoline,480.6340913481332,92.039
food,beef,0.8564495660527467,23.1311
food,fish,2.281503518245983,11.077
food,white-meat,1.4040182960634735,10.32
energy,renewable,299.55827812377174,5.702
food,white-meat,0.7060831800474769,4.919
consumption,clothing,1.6374095994437927,0.031
transport,train,1.0005869485768442,0.0216
travel,train,411.7638337822345,16.353
food,red-meat,1.2909385184692073,34.724
travel,car-electric,83.4817613741171,4.348
consumption,home-goods,3749.439763181631,113.301
food,fish,2.372894557941329,12.616
food,fish,1.669371688436659,9.038
consumption,services,5984.034913112131,60.34
energy,natural_gas,219.5529367024688,100.125
energy,renewable,589.6253997335076,7.663
food,vegan,1.3652712504110192,1.548
energy,electricity-grid,116.24743850439816,82.139
travel,car-electric,242.55445778539053,12.203
energy,coal,504.0434345303743,529.131
transport,train,1.3738680632402138,0.058
travel,flight-long,186.09956307072483,27.453
travel,car-electric,272.34567509070223,13.822
food,fish,2.504564749688788,12.702
consumption,other,7855.193343603753,156.8
food,beef,1.8145390058624868,49.0001
food,red-meat,2.237051824679302,60.228
energy,coal,104.33068074562289,103.172
travel,train,429.9230505918259,17.874
consumption,other,8661.022580572726,172.049
consumption,clothing,1.1235585173077187,0.0207
energy,natural_gas,780.7754708603265,349.189
consumption,electronics,6057.080839474552,423.625
food,other,0.7081441451265803,2.642
energy,renewable,805.7203876624809,18.626
travel,flight-long,411.0814155066423,61.652
food,red-meat,1.664313944168744,44.607
food,white-meat,2.4458480726688965,15.877
consumption,electronics,7632.979243639503,534.449
food,vegetarian,2.1269708021172544,4.337
energy,electricity-grid,0.5368470272333645,0.3813
food,red-meat,2.844354137337055,76.289
travel,walking,63.2855861694573,-0.333
energy,electricity-grid,465.1485556401619,326.29
energy,electricity-grid,784.4870280074102,556.766
travel,car-gasoline,162.4266970608254,31.394
transport,train,1.059932291433066,0.0581
consumption,clothing,1.6131625861646506,0.0323
consumption,services,8009.917141927572,79.953
travel,car-gasoline,336.1786415185225,64.804
transport,car-gasoline,0.2992976332840468,0.0688
consumption,clothing,4580.87313888693,69.176
energy,electricity-grid,746.4334589137201,527.55
consumption,electronics,4547.684305973619,318.654
energy,renewable,550.318694213429,11.771
food,other,0.7403146293303787,2.344
food,vegan,2.9891129416858733,3.475
travel,train,337.3359396103376,13.882
energy,renewable,144.0181964533818,5.356
energy,electricity-grid,411.78032647659137,289.188
travel,car-electric,312.55267001876285,16.04
consumption,other,8121.74405609351,163.165
transport,train,1.651835446972774,0.0648
consumption,clothing,0.6558014902418148,0.0097
energy,electricity-grid,406.0174023140158,284.301
energy,natural_gas,547.3819471094914,247.337
food,other,1.7633841705945654,5.547
consumption,home-goods,6065.896499376955,181.817
energy,natural_gas,875.5302194967124,394.615
food,other,1.7806514096906514,5.103
consumption,clothing,9084.94701954043,135.856
transport,car-gasoline,0.9034320657927102,0.1829
food,fish,1.3910118396241615,7.26
consumption,clothing,0.6437598404591458,0.0051
energy,coal,366.53339931918975,383.427
travel,train,472.26045306305946,19.489
energy,coal,339.60583057310026,357.858
consumption,services,6681.378450734365,66.064
consumption,other,1995.9279386601545,40.601
energy,renewable,103.2647174986261,2.788
energy,natural_gas,464.35043547795226,208.436
food,red-meat,1.1838550725048422,32.506
consumption,electronics,6017.056158281909,419.414
energy,coal,62.7006239039095,66.156
travel,bicycle,180.2163638034495,-0.336
transport,car-gasoline,0.6227962384080379,0.1112
food,vegan,1.556756423817932,2.656
energy,electricity-grid,1.1888561609702264,0.8508
energy,coal,981.2603558580066,1028.793
consumption,services,7962.405035977308,80.84
food,vegan,2.472601510505118,2.937
consumption,home-goods,7026.35425726659,209.768
food,fish,2.96674199020106,14.967
travel,car-gasoline,42.31653529463811,7.408
transport,train,0.7384982029688494,0.0341
consumption,services,2773.413675869783,25.622
consumption,clothing,8975.533236694311,134.344
travel,motorcycle,52.15235426734895,5.825
consumption,other,6306.014996989306,124.468
food,other,1.942660113064257,5.76
transport,car-gasoline,0.725925648635797,0.1391
consumption,clothing,0.5511390339565898,0.0166
consumption,services,4727.454786592585,47.324
travel,bicycle,146.00319234337118,-0.151
travel,flight-short,26.78269210732259,7.739
energy,electricity-grid,235.26497819641963,167.134
travel,flight-short,149.3801690701826,37.477
energy,natural_gas,719.5151846251026,321.95
food,vegetarian,2.05579159312138,3.922
energy,electricity-grid,189.1142223921893,131.138
travel,bicycle,481.0988643234329,0.897
travel,car-gasoline,419.219529534407,80.565
travel,train,44.43244233124166,1.591
food,vegan,0.8275365466261639,1.027
energy,renewable,396.6049654192296,6.832
food,fish,2.647103958535651,14.157
energy,renewable,98.90967709596032,1.333
travel,train,220.31633262782216,9.06
travel,flight-short,361.7251522142661,92.523
consumption,clothing,0.7667554091654228,0.0209
food,vegan,1.845960467241083,2.05
food,fish,0.898849891721059,4.66
food,red-meat,0.6463415002001254,17.026
food,beef,1.6716099194015317,45.11
energy,natural_gas,822.558829974169,370.076
food,white-meat,2.674823905992484,18.711
consumption,electronics,9847.211475264994,690.001
travel,bicycle,450.016839497949,0.033
energy,coal,25.01719612907138,30.125
food,other,0.5525922561511716,2.002
energy,natural_gas,924.1489158568374,416.363
food,red-meat,2.864436792521152,77.074
consumption,clothing,1236.3243492876938,17.482
food,beef,1.182415835353478,31.9311
food,other,2.121837847189336,5.519
transport,train,1.5500217964658836,0.0522
food,white-meat,1.7427232733769928,12.166
consumption,electronics,9336.43828446597,651.999
energy,electricity-grid,0.8735602863795795,0.616
energy,electricity-grid,1.4639849867365642,1.0406
consumption,electronics,7136.272527057439,498.704
food,fish,1.476733842752372,6.973
food,beef,0.9868457203188824,26.6403
consumption,services,6579.586937821168,64.375
travel,car-gasoline,45.211614410129,8.921
energy,coal,450.8265336311491,472.627
energy,coal,260.34368042477,271.767
food,white-meat,1.7151438547567022,12.728
consumption,other,1004.7597617185696,20.601
food,fish,0.5576177210165185,2.2
consumption,electronics,1064.241363556955,76.428
travel,flight-long,55.44570625110912,8.42
consumption,clothing,1.0078577823843384,0.0138
food,red-meat,2.514764606333604,68.3
food,fish,1.8854243040275005,10.499
travel,flight-short,471.5119422523471,120.343
food,vegan,2.135057694146901,2.581
consumption,other,8705.564042208693,173.663
consumption,electronics,9004.833604942609,631.018
food,vegan,1.2873801547968986,2.087
food,beef,0.8167362685627144,22.064
food,other,1.0273183402662798,3.686
travel,car-electric,47.89698798059363,2.152
food,red-meat,0.6530416453589301,18.053
travel,flight-long,409.1893681953241,60.051
food,beef,0.5096712925273108,13.7655
consumption,services,5478.347314469192,55.205
travel,flight-short,123.39748059541196,31.333
travel,flight-short,404.3294443384129,102.878
transport,train,0.6510247605593289,0.0136
travel,flight-short,130.81873769006353,33.756
travel,flight-long,398.5440171984948,59.501
travel,flight-long,314.3193130593694,47.584
food,red-meat,1.0937151059054997,29.501
energy,renewable,929.3591138597974,20.807
transport,train,0.6381174777658079,0.0363
transport,train,0.8127309937596627,0.0436
transport,car-gasoline,0.9379805364593472,0.1818
energy,coal,70.25900205737699,76.464
food,white-meat,2.922036726444511,19.992
travel,car-electric,81.24321765733183,4.995
energy,electricity-grid,0.8844608645072123,0.6268
energy,renewable,175.23485784438802,2.882
travel,bus,50.88748299318344,4.338
food,other,2.2370689483203146,7.351
travel,bicycle,157.55011790585394,-0.512
energy,natural_gas,215.70161485533245,96.823
food,vegan,2.660576505653893,4.501
consumption,home-goods,466.1251566753304,15.004
consumption,home-goods,7094.836650779223,213.449
consumption,clothing,6671.818617134273,98.823
transport,car-gasoline,1.0502181117199054,0.1998
energy,renewable,626.6960293045389,13.98
travel,bus,252.06499303146376,26.669
energy,coal,237.696391581742,251.31
travel,car-gasoline,336.3559633373744,64.006
consumption,electronics,8982.747596315921,630.254
energy,electricity-grid,0.636249900988368,0.4566
food,vegetarian,0.9712496319889028,1.804
transport,train,1.1074821811787494,0.0403
travel,bicycle,153.762533098917,1.055
travel,car-electric,380.7509714805564,19.399
consumption,clothing,1.4713579206307108,0.0228
consumption,services,3174.737830025559,33.394
transport,car-gasoline,1.3998524174373934,0.2775
travel,bus,388.2241033106793,41.592
energy,renewable,681.2723381121726,13.704
travel,flight-long,180.7567254814135,27.676
food,other,2.229659770402111,7.171
food,fish,1.4456847342071826,8.5
energy,renewable,223.78681371019923,0.997
energy,electricity-grid,0.8186510317480649,0.5861
travel,train,309.687077729377,12.373
travel,train,143.60599420740922,6.208
energy,natural_gas,436.8097803308002,195.086
travel,train,469.21410440579285,19.413
consumption,services,4002.212677853627,40.018
consumption,home-goods,7220.61132235323,216.497
consumption,services,1726.7207024188829,16.267
energy,coal,409.6760634862413,427.443
food,white-meat,0.7885073982860203,5.509
consumption,services,3885.4308252623673,38.448
travel,bus,256.9383056574516,27.087
transport,train,0.9973845825324552,0.0332
energy,renewable,733.4272177586628,15.368
energy,natural_gas,513.409242609991,231.754
consumption,electronics,3467.035130500205,242.578
consumption,clothing,1.3895067743756373,0.0295
energy,natural_gas,776.5141870384318,349.805
food,vegetarian,2.151818482772879,4.21
food,vegetarian,1.1274680157901769,1.845
food,white-meat,1.744672951285798,11.559
consumption,other,5836.2282190572505,116.455
travel,bicycle,445.8485277961299,0.403
food,beef,1.0238159744923976,27.646
energy,coal,382.7413709655132,403.727
travel,train,483.4559043998434,20.161
travel,car-electric,402.8521687115946,20.499
energy,coal,884.9231390836203,928.163
energy,electricity-grid,0.0484952290965192,0.049
consumption,clothing,0.9932468080339524,0.0043
food,beef,1.5549001023867133,41.9865
consumption,clothing,3770.582303582499,55.965
food,white-meat,1.65217183817413,10.93
consumption,clothing,1.1786562006621544,-0.0002
consumption,clothing,4196.653153209329,62.045
travel,motorcycle,363.8573658133877,39.19
food,beef,0.4026729098926317,10.8727
travel,car-electric,167.37025375739614,8.474
food,other,1.6990627418611453,5.463
energy,electricity-grid,0.9919891212625904,0.6876
energy,natural_gas,663.1334779355119,299.136
food,other,2.989010504508765,9.209
travel,train,194.69468735737075,7.397
energy,renewable,619.5488761988153,13.466
food,fish,1.890590985064432,9.938
travel,motorcycle,441.8635171108632,48.7
transport,car-gasoline,0.8771231562478577,0.1679
food,fish,1.6792469172280238,8.609
transport,car-gasoline,0.7615853800609872,0.15
food,other,1.4559083276540696,3.332
consumption,other,8525.776247748385,168.962
energy,natural_gas,830.7921376713595,371.624
consumption,services,2642.5318615651668,25.087
consumption,other,5734.634153559372,114.716
transport,car-gasoline,0.8581637469988075,0.1593
consumption,clothing,6006.4399293571205,89.873
energy,renewable,581.1878150308072,9.799
transport,train,1.3223308841699095,0.0547
travel,bicycle,60.12768702543189,0.02
energy,renewable,655.8544618742665,12.177
food,red-meat,2.550692149421636,68.697
energy,coal,841.0678016925043,885.202
travel,car-gasoline,329.68738095751434,63.201
consumption,home-goods,7883.140511560161,235.583
consumption,home-goods,2347.869562757507,70.656
consumption,other,9757.269437461666,195.253
transport,car-gasoline,1.252217683473381,0.2345
transport,car-gasoline,1.0362335693925988,0.2065
travel,walking,316.9871466805693,-0.155
energy,electricity-grid,587.0151356671558,415.887
travel,car-gasoline,117.09012374277782,22.185
energy,natural_gas,302.4982558052939,136.636
energy,natural_gas,388.4382638270143,174.776
energy,electricity-grid,811.9949116325355,575.859
travel,car-gasoline,120.95905753385996,24.029
transport,train,1.13399342219917,0.0649
travel,flight-long,53.64163565530503,7.305
food,vegetarian,0.808209818631032,1.721
energy,electricity-grid,157.6558926114889,109.736
travel,bus,388.7963110477909,41.504
travel,flight-short,83.6485451671044,21.128
energy,renewable,982.5387509837826,22.214
food,other,0.6991348190510572,2.062
energy,renewable,365.4576477375909,7.58
transport,train,0.8181910371926333,0.0355
food,beef,1.124224993481711,30.3563
consumption,home-goods,4644.615145642976,140.233
energy,natural_gas,274.4247592206926,122.632
energy,electricity-grid,121.62588926078342,84.855
energy,renewable,380.5990998864292,8.065
consumption,electronics,7139.79299087332,498.337
travel,train,491.7281473065266,20.853
energy,electricity-grid,756.5779353133038,534.053
transport,car-gasoline,1.2740497353661224,0.2535
transport,car-gasoline,0.943927522555657,0.1877
travel,motorcycle,442.2190252108555,48.293
travel,motorcycle,478.0034956487043,52.929
transport,car-gasoline,1.5018979349350614,0.3009
consumption,clothing,0.6779208457111561,0.0116
transport,train,1.3159084114546826,0.0544
food,vegetarian,0.5612006645329999,0.84
food,fish,2.283304323753181,11.75
consumption,services,3667.403645715562,36.751
energy,natural_gas,109.04685955878338,49.795
consumption,services,1288.827280938638,12.942
consumption,clothing,1.3026127603946844,0.0123
energy,coal,170.9453018919722,179.891
consumption,home-goods,3639.440063299332,110.316
food,vegan,0.7523540638909971,1.155
food,red-meat,2.861159219705095,78.47
energy,coal,623.8956759789803,654.725
transport,train,1.400497203237303,0.0654
energy,coal,601.7826866178748,632.992
energy,renewable,679.3875378911417,14.712
consumption,other,8336.111560712123,166.627
food,vegan,0.8869650871152799,0.807
energy,electricity-grid,578.7814033534235,411.429
energy,electricity-grid,0.5526591095998072,0.3924
consumption,electronics,9132.746639030052,639.554
consumption,services,8338.916565578926,82.489
energy,electricity-grid,1.2029142030402555,0.8735
food,vegetarian,1.7305404582186672,3.35
food,beef,1.3924863536293532,37.573
food,white-meat,2.160251677869727,15.249
travel,walking,336.3956381555334,-0.97
travel,car-gasoline,61.932847091003374,12.257
food,vegetarian,2.567017781952582,4.672
travel,car-gasoline,387.9882807308103,75.188
travel,flight-short,67.42534736515165,17.257
travel,flight-short,10.993151606986409,3.236
food,other,2.831928199765237,8.611
energy,coal,579.7351521952759,611.411
food,white-meat,2.1165528341438886,14.796
food,fish,1.917015262526165,10.384
consumption,clothing,1.133788282023394,0.0194
travel,car-electric,171.59421085330436,8.415
travel,motorcycle,451.324200335635,49.675
food,fish,2.7470384370158665,13.269
food,other,1.1533209898522547,3.298
food,white-meat,2.724590985220777,18.855
transport,train,2.2413537623059483,0.0895
travel,train,279.3522757726715,11.88
travel,motorcycle,125.3968223452886,14.084
food,white-meat,2.3009330318305072,15.566
food,beef,1.5675470359208847,42.3107
food,fish,1.7925157080242715,8.953
food,vegetarian,1.2708803041904968,2.722
consumption,electronics,8570.178300825364,600.49
energy,natural_gas,881.78081985038,397.428
consumption,clothing,0.6919132341074703,0.0016
consumption,services,3004.6037047380414,29.89
food,vegan,2.1511743034110777,2.521
energy,renewable,494.4851699910477,10.67
energy,renewable,717.6453902833305,15.74
consumption,clothing,9545.742218651843,143.742
consumption,other,5638.080789924977,113.608
consumption,electronics,9618.322898537275,675.022
travel,flight-short,144.33225683538677,36.303
energy,electricity-grid,1.0096428673151578,0.712
energy,renewable,202.5931533042045,1.775
consumption,electronics,8065.529223090275,564.968
travel,walking,275.1055759685719,-0.224
consumption,clothing,797.1817757628739,11.118
energy,renewable,138.08991947025422,2.402
travel,flight-short,361.4111989959739,92.277
food,white-meat,2.624968982922526,18.413
food,other,0.6989703684301061,2.067
food,vegetarian,2.3709020835715493,5.165
consumption,clothing,2776.8393639240003,41.563
transport,train,0.4768800372987695,0.0337
food,beef,1.047782669362315,28.302
energy,renewable,860.9381379785796,19.799
travel,train,449.8281510605047,18.599
food,vegetarian,2.8018911276368343,6.104
transport,train,0.6752481324533075,0.0348
travel,bicycle,124.16511073174922,-0.429
food,white-meat,2.986410641711312,20.347
travel,flight-long,258.8013097442361,39.191
energy,electricity-grid,298.56153899182107,212.199
energy,renewable,780.409079214512,10.933
food,vegan,1.7728949139065064,2.785
energy,electricity-grid,1.0720366155244343,0.758
consumption,services,9653.149972339976,97.986
energy,natural_gas,596.4858732830677,268.677
consumption,other,8691.639383319642,174.169
consumption,services,3812.6085522599874,37.427
consumption,electronics,6895.441014160514,483.18
consumption,electronics,7291.949917664748,510.706
energy,natural_gas,386.21199492082,175.108
energy,electricity-grid,426.5117707584725,303.329
consumption,electronics,7041.139707920339,492.817
energy,coal,859.934880136834,905.513
energy,natural_gas,327.4679111519196,150.682
food,red-meat,2.1012082328555306,57.628
energy,natural_gas,719.6687674192455,321.842
food,beef,1.0947618518701288,29.5575
consumption,home-goods,6700.234004574809,201.067
food,red-meat,1.1040061551000997,29.694
energy,renewable,636.2748549440287,12.498
food,red-meat,2.009481893215295,54.413
consumption,home-goods,4918.4370671624365,147.478
energy,electricity-grid,0.9382678496481158,0.6739
food,white-meat,1.445516959682695,10.149
energy,electricity-grid,32.71202160761563,21.488
consumption,other,5510.975468155065,112.589
energy,renewable,24.68404589087386,0.044
consumption,electronics,4309.827509792828,302.022
transport,car-gasoline,1.2222507291179492,0.2249
consumption,home-goods,8945.843321778671,268.928
travel,flight-long,345.3098689171628,51.759
food,beef,0.7646571910137439,20.6369
energy,electricity-grid,1.009233022280962,0.7035
travel,flight-long,88.78670108599535,13.555
consumption,clothing,1.2603400720049087,0.0211
consumption,home-goods,8912.918638904728,268.167
energy,electricity-grid,419.9702220553047,300.337
consumption,electronics,7014.898853793979,491.031
food,white-meat,1.3017804124607348,8.675
travel,bicycle,218.73157997167144,-0.201
transport,train,0.959468390872764,0.026
food,vegan,0.756240822973032,0.084
consumption,electronics,6911.875632055454,481.31
travel,train,249.272386220905,10.017
energy,electricity-grid,697.3271418382952,488.913
consumption,clothing,4352.851228071877,64.793
transport,car-gasoline,1.0790194512200597,0.2092
consumption,other,4670.808917890427,93.449
energy,electricity-grid,773.8889023307701,546.63
energy,electricity-grid,1.442164962085993,1.0301
food,fish,1.0194761617618846,4.568
energy,renewable,281.75704329964725,7.11
energy,electricity-grid,636.0096766306607,452.861
food,white-meat,0.9936839592142076,7.076
food,red-meat,0.7663781180402824,20.139
transport,train,1.5885259911039782,0.0645
transport,train,1.1564760635305005,0.0516
travel,flight-long,82.83574101375912,13.175
energy,natural_gas,759.2178550221766,341.625
energy,coal,197.98579898609825,203.44
transport,train,1.067144957442704,0.0398
energy,electricity-grid,0.7967882562230211,0.5723
energy,coal,199.6152468764656,207.469
transport,car-gasoline,1.2613257256858164,0.2403
consumption,home-goods,702.9985535906168,20.336
travel,motorcycle,310.53446612537886,33.831
travel,train,93.242373307238,3.646
energy,coal,285.2568442912568,301.713
food,vegan,0.8424555557738196,1.548
transport,car-gasoline,1.6205751063557154,0.3138
energy,coal,276.48164703684,289.239
energy,natural_gas,487.91889679770674,221.509
transport,train,0.5170482391569182,0.0319
energy,electricity-grid,632.3566917157929,447.916
travel,walking,3.5674402066026687,-0.271
transport,car-gasoline,0.9706848483985702,0.1871
consumption,other,1576.5049151383296,30.818
food,beef,1.208872638365443,32.6537
food,beef,0.7384605054083362,19.9596
energy,natural_gas,805.285228177167,360.116
travel,flight-long,369.2046074324685,55.4
travel,bicycle,268.35156735330446,-0.495
food,fish,2.268838594363609,12.26
travel,car-gasoline,261.1267277794153,49.972
energy,natural_gas,515.0472285579501,232.842
energy,coal,839.3412145853183,880.401
consumption,services,3931.157354188901,38.625
energy,coal,152.73428616429362,159.568
transport,car-gasoline,1.1715284024048591,0.2141
energy,natural_gas,662.6514249919893,297.975
food,vegan,2.4804748456881125,3.481
travel,flight-long,78.2594776862622,11.631
energy,renewable,272.09459757547154,7.144
travel,car-gasoline,385.7211619735356,73.941
consumption,clothing,1.165598347488604,0.0172
travel,motorcycle,331.85796024574563,36.296
food,red-meat,0.7480941622992026,20.081
consumption,other,6914.465232967939,137.774
food,red-meat,2.338128040766984,62.958
food,beef,1.521702079930385,41.0816
food,beef,0.9098227490332,24.5617
food,beef,0.8551316244566189,23.0862
food,red-meat,1.1248974530987388,31.067
food,vegetarian,1.3505405961383363,2.696
transport,car-gasoline,1.1221784975441491,0.2376
energy,natural_gas,883.8002837203018,396.673
consumption,services,1879.5387451738625,18.407
food,red-meat,1.7429182017942142,46.983
food,red-meat,1.018673595147193,27.373
energy,electricity-grid,0.5380708529094871,0.3742
energy,natural_gas,219.49689738492933,101.354
consumption,home-goods,6116.451015271683,185.121
energy,natural_gas,523.619877676468,234.146
energy,renewable,707.2493621749293,15.859
energy,renewable,568.9837033490074,11.711
travel,bicycle,115.747348339652,-0.586
consumption,services,7556.9911762722595,76.249
food,red-meat,1.5380343917108268,41.332
consumption,services,6941.503762079752,68.381
consumption,electronics,7246.133113125069,506.212
food,red-meat,1.743791067186084,46.618
energy,electricity-grid,738.4301022663068,526.624
energy,electricity-grid,0.6020676034522904,0.424
food,vegetarian,2.3913464587382665,5.213
energy,renewable,338.3116526972354,7.037
travel,flight-long,324.1973701501398,48.466
energy,electricity-grid,0.9065793825694471,0.6609
travel,bicycle,138.0772037088981,-0.09
travel,walking,45.51296002731604,-0.78
travel,flight-long,211.59509580369183,31.675
consumption,electronics,712.9485841832283,49.001
consumption,electronics,5569.202172188225,389.693
food,beef,0.6010490517003655,16.2511
transport,car-gasoline,1.2269025608232,0.2422
food,other,2.3565899742042262,7.319
consumption,home-goods,5032.312316134774,151.822
consumption,services,5270.6497003301,53.157
consumption,home-goods,4411.411117362821,132.873
food,vegetarian,1.0526971842336048,3.586
consumption,services,176.92697308893395,1.051
travel,flight-long,26.19398326179155,3.238
travel,bus,260.5615870548847,27.444
travel,flight-long,197.95104193792665,29.119
travel,flight-long,312.0257652869514,46.924
energy,coal,995.7387175992716,1047.118
energy,natural_gas,925.901547069074,414.439
travel,motorcycle,14.15712027412875,2.147
energy,electricity-grid,0.9991149160160976,0.6907
travel,train,215.72264155483188,9.595
energy,coal,162.53285872071285,172.797
transport,train,1.1852387722655102,0.0437
consumption,clothing,1.140199908716559,0.0309
